is_commitment	id	turn_id
True	s1-league1-game1_05_units_stac_1360014596	s1-league1-game1_05_stac_1359734624
False	s1-league1-game1_05_units_stac_1360014597	s1-league1-game1_05_stac_1359734624
False	s1-league1-game1_05_units_stac_1360024596	s1-league1-game1_05_stac_1359734625
False	s1-league1-game1_05_units_stac_1360034596	s1-league1-game1_05_stac_1359734626
False	s1-league1-game1_05_units_stac_1360044596	s1-league1-game1_05_stac_1359734627
False	s1-league1-game1_05_units_stac_1360074596	s1-league1-game1_05_stac_1359734630
False	s1-league1-game1_05_units_stac_1360094596	s1-league1-game1_05_stac_1359734632
False	s1-league1-game1_05_units_stac_1360134596	s1-league1-game1_05_stac_1359734636
False	s1-league1-game1_05_units_stac_1360144596	s1-league1-game1_05_stac_1359734637
False	s1-league1-game1_05_units_stac_1360154596	s1-league1-game1_05_stac_1359734638
True	s1-league1-game1_05_units_stac_1360164596	s1-league1-game1_05_stac_1359734639
False	s1-league1-game1_05_units_stac_1360174596	s1-league1-game1_05_stac_1359734640
False	s1-league1-game1_05_units_stac_1360354596	s1-league1-game1_05_stac_1359734658
True	s1-league1-game1_05_units_stac_1360364596	s1-league1-game1_05_stac_1359734659
True	s1-league1-game1_05_units_stac_1360384596	s1-league1-game1_05_stac_1359734661
False	s1-league1-game1_05_units_stac_1360414596	s1-league1-game1_05_stac_1359734664
False	s1-league1-game1_05_units_stac_1360414597	s1-league1-game1_05_stac_1359734664
False	s1-league1-game1_05_units_stac_1360424596	s1-league1-game1_05_stac_1359734665
True	s1-league1-game1_05_units_stac_1360434596	s1-league1-game1_05_stac_1359734666
True	s1-league1-game1_05_units_stac_1360444596	s1-league1-game1_05_stac_1359734667
False	s1-league1-game1_05_units_stac_1360454596	s1-league1-game1_05_stac_1359734668
True	s1-league1-game1_05_units_stac_1360464596	s1-league1-game1_05_stac_1359734669
False	s1-league1-game1_05_units_stac_1360474596	s1-league1-game1_05_stac_1359734670
False	s1-league1-game1_05_units_stac_1360484596	s1-league1-game1_05_stac_1359734671
False	s1-league1-game1_04_units_stac_1359764596	s1-league1-game1_04_stac_1359734599
False	s1-league1-game1_04_units_stac_1359764597	s1-league1-game1_04_stac_1359734599
False	s1-league1-game1_04_units_stac_1359804596	s1-league1-game1_04_stac_1359734603
False	s1-league1-game1_04_units_stac_1359814596	s1-league1-game1_04_stac_1359734604
False	s1-league1-game1_04_units_stac_1359824596	s1-league1-game1_04_stac_1359734605
False	s1-league1-game1_04_units_stac_1359854596	s1-league1-game1_04_stac_1359734608
False	s1-league1-game1_04_units_stac_1359884596	s1-league1-game1_04_stac_1359734611
True	s1-league1-game1_04_units_stac_1359894596	s1-league1-game1_04_stac_1359734612
True	s1-league1-game1_04_units_stac_1359904596	s1-league1-game1_04_stac_1359734613
False	s1-league1-game1_04_units_stac_1359914596	s1-league1-game1_04_stac_1359734614
False	s1-league1-game1_04_units_stac_1359984596	s1-league1-game1_04_stac_1359734621
True	s1-league1-game1_04_units_stac_1359994596	s1-league1-game1_04_stac_1359734622
True	s1-league1-game1_04_units_stac_1360004596	s1-league1-game1_04_stac_1359734623
False	s1-league1-game1_04_units_stac_1360004597	s1-league1-game1_04_stac_1359734623
True	s1-league1-game1_04_units_stac_1360014596	s1-league1-game1_04_stac_1359734624
False	s1-league1-game1_04_units_stac_1360024596	s1-league1-game1_04_stac_1359734625
True	s1-league1-game1_04_units_stac_1360034596	s1-league1-game1_04_stac_1359734626
False	s1-league1-game1_04_units_stac_1360044596	s1-league1-game1_04_stac_1359734627
False	s1-league1-game1_04_units_stac_1360054596	s1-league1-game1_04_stac_1359734628
True	s1-league1-game1_04_units_stac_1360064596	s1-league1-game1_04_stac_1359734629
False	s1-league1-game1_04_units_stac_1360074596	s1-league1-game1_04_stac_1359734630
False	s1-league1-game1_04_units_stac_1360104596	s1-league1-game1_04_stac_1359734633
False	s1-league1-game1_04_units_stac_1360114596	s1-league1-game1_04_stac_1359734634
False	s1-league1-game1_04_units_stac_1360124596	s1-league1-game1_04_stac_1359734635
False	s1-league1-game1_04_units_stac_1360134596	s1-league1-game1_04_stac_1359734636
True	s1-league1-game1_04_units_stac_1360144596	s1-league1-game1_04_stac_1359734637
True	s1-league1-game1_04_units_stac_1360164596	s1-league1-game1_04_stac_1359734639
False	s1-league1-game1_04_units_stac_1360164597	s1-league1-game1_04_stac_1359734639
False	s1-league1-game1_04_units_stac_1360164598	s1-league1-game1_04_stac_1359734639
True	s1-league1-game1_04_units_stac_1360174596	s1-league1-game1_04_stac_1359734640
False	s1-league1-game1_04_units_stac_1360184596	s1-league1-game1_04_stac_1359734641
True	s1-league1-game1_04_units_stac_1360194596	s1-league1-game1_04_stac_1359734642
False	s1-league1-game1_04_units_stac_1360204596	s1-league1-game1_04_stac_1359734643
False	s1-league1-game1_04_units_stac_1360214596	s1-league1-game1_04_stac_1359734644
True	s1-league1-game1_07_units_stac_1359784597	s1-league1-game1_07_stac_1359734602
False	s1-league1-game1_07_units_stac_1359794597	s1-league1-game1_07_stac_1359734603
False	s1-league1-game1_07_units_stac_1359804597	s1-league1-game1_07_stac_1359734604
False	s1-league1-game1_07_units_stac_1359814597	s1-league1-game1_07_stac_1359734605
False	s1-league1-game1_07_units_stac_1359824597	s1-league1-game1_07_stac_1359734606
False	s1-league1-game1_07_units_stac_1359844597	s1-league1-game1_07_stac_1359734608
False	s1-league1-game1_07_units_stac_1359864597	s1-league1-game1_07_stac_1359734610
False	s1-league1-game1_07_units_stac_1359914597	s1-league1-game1_07_stac_1359734615
True	s1-league1-game1_07_units_stac_1359924597	s1-league1-game1_07_stac_1359734616
True	s1-league1-game1_07_units_stac_1359934597	s1-league1-game1_07_stac_1359734617
False	s1-league1-game1_07_units_stac_1359944597	s1-league1-game1_07_stac_1359734618
True	s1-league1-game1_07_units_stac_1359954597	s1-league1-game1_07_stac_1359734619
True	s1-league1-game1_07_units_stac_1359964597	s1-league1-game1_07_stac_1359734620
False	s1-league1-game1_07_units_stac_1359974597	s1-league1-game1_07_stac_1359734621
False	s1-league1-game1_07_units_stac_1360024597	s1-league1-game1_07_stac_1359734626
False	s1-league1-game1_07_units_stac_1360034597	s1-league1-game1_07_stac_1359734627
False	s1-league1-game1_07_units_stac_1360044597	s1-league1-game1_07_stac_1359734628
False	s1-league1-game1_07_units_stac_1360054597	s1-league1-game1_07_stac_1359734629
False	s1-league1-game1_07_units_stac_1360064597	s1-league1-game1_07_stac_1359734630
False	s1-league1-game1_07_units_stac_1360074597	s1-league1-game1_07_stac_1359734631
False	s1-league1-game1_07_units_stac_1360084597	s1-league1-game1_07_stac_1359734632
False	s1-league1-game1_07_units_stac_1360094597	s1-league1-game1_07_stac_1359734633
False	s1-league1-game1_07_units_stac_1360104597	s1-league1-game1_07_stac_1359734634
False	s1-league1-game1_07_units_stac_1360114597	s1-league1-game1_07_stac_1359734635
False	s1-league1-game1_07_units_stac_1360124597	s1-league1-game1_07_stac_1359734636
False	s1-league1-game1_07_units_stac_1360134597	s1-league1-game1_07_stac_1359734637
False	s1-league1-game1_07_units_stac_1360144597	s1-league1-game1_07_stac_1359734638
False	s1-league1-game1_07_units_stac_1360154597	s1-league1-game1_07_stac_1359734639
False	s1-league1-game1_07_units_stac_1360164597	s1-league1-game1_07_stac_1359734640
False	s1-league1-game1_07_units_stac_1360174597	s1-league1-game1_07_stac_1359734641
False	s1-league1-game1_07_units_stac_1360184597	s1-league1-game1_07_stac_1359734642
False	s1-league1-game1_07_units_stac_1360194597	s1-league1-game1_07_stac_1359734643
False	s1-league1-game1_07_units_stac_1360194598	s1-league1-game1_07_stac_1359734643
False	s1-league1-game1_07_units_stac_1360204597	s1-league1-game1_07_stac_1359734644
False	s1-league1-game1_07_units_stac_1360214597	s1-league1-game1_07_stac_1359734645
False	s1-league1-game1_07_units_stac_1360224597	s1-league1-game1_07_stac_1359734646
False	s1-league1-game1_07_units_stac_1360234597	s1-league1-game1_07_stac_1359734647
False	s1-league1-game1_07_units_stac_1360244597	s1-league1-game1_07_stac_1359734648
False	s1-league1-game1_07_units_stac_1360244598	s1-league1-game1_07_stac_1359734648
False	s1-league1-game1_07_units_stac_1360254597	s1-league1-game1_07_stac_1359734649
False	s1-league1-game1_07_units_stac_1360254598	s1-league1-game1_07_stac_1359734649
False	s1-league1-game1_07_units_stac_1360264597	s1-league1-game1_07_stac_1359734650
False	s1-league1-game1_07_units_stac_1360274597	s1-league1-game1_07_stac_1359734651
False	s1-league1-game1_07_units_stac_1360284597	s1-league1-game1_07_stac_1359734652
False	s1-league1-game1_07_units_stac_1360294597	s1-league1-game1_07_stac_1359734653
False	s1-league1-game1_07_units_stac_1360304597	s1-league1-game1_07_stac_1359734654
False	s1-league1-game1_07_units_stac_1360314597	s1-league1-game1_07_stac_1359734655
False	s1-league1-game1_07_units_stac_1360324597	s1-league1-game1_07_stac_1359734656
False	s1-league1-game1_07_units_stac_1360324598	s1-league1-game1_07_stac_1359734656
False	s1-league1-game1_07_units_stac_1360334597	s1-league1-game1_07_stac_1359734657
False	s1-league1-game1_07_units_stac_1360344597	s1-league1-game1_07_stac_1359734658
False	s1-league1-game1_07_units_stac_1360354597	s1-league1-game1_07_stac_1359734659
False	s1-league1-game1_06_units_stac_1359804596	s1-league1-game1_06_stac_1359734603
False	s1-league1-game1_06_units_stac_1359854596	s1-league1-game1_06_stac_1359734608
True	s1-league1-game1_06_units_stac_1359864596	s1-league1-game1_06_stac_1359734609
True	s1-league1-game1_06_units_stac_1359874596	s1-league1-game1_06_stac_1359734610
True	s1-league1-game1_06_units_stac_1359884596	s1-league1-game1_06_stac_1359734611
False	s1-league1-game1_06_units_stac_1359894596	s1-league1-game1_06_stac_1359734612
True	s1-league1-game1_06_units_stac_1359904596	s1-league1-game1_06_stac_1359734613
False	s1-league1-game1_06_units_stac_1359914596	s1-league1-game1_06_stac_1359734614
False	s1-league1-game1_06_units_stac_1359924596	s1-league1-game1_06_stac_1359734615
False	s1-league1-game1_06_units_stac_1359934596	s1-league1-game1_06_stac_1359734616
False	s1-league1-game1_06_units_stac_1360004596	s1-league1-game1_06_stac_1359734623
False	s1-league1-game1_06_units_stac_1360044596	s1-league1-game1_06_stac_1359734627
False	s1-league1-game1_06_units_stac_1360054596	s1-league1-game1_06_stac_1359734628
True	s1-league1-game1_06_units_stac_1360064596	s1-league1-game1_06_stac_1359734629
False	s1-league1-game1_06_units_stac_1360074596	s1-league1-game1_06_stac_1359734630
False	s1-league1-game1_06_units_stac_1360084596	s1-league1-game1_06_stac_1359734631
True	s1-league1-game1_06_units_stac_1360094596	s1-league1-game1_06_stac_1359734632
False	s1-league1-game1_06_units_stac_1360104596	s1-league1-game1_06_stac_1359734633
False	s1-league1-game1_06_units_stac_1360114596	s1-league1-game1_06_stac_1359734634
False	s1-league1-game1_06_units_stac_1360124596	s1-league1-game1_06_stac_1359734635
True	s1-league1-game1_06_units_stac_1360134596	s1-league1-game1_06_stac_1359734636
False	s1-league1-game1_06_units_stac_1360144596	s1-league1-game1_06_stac_1359734637
False	s1-league1-game1_06_units_stac_1360154596	s1-league1-game1_06_stac_1359734638
False	s1-league1-game1_06_units_stac_1360164596	s1-league1-game1_06_stac_1359734639
True	s1-league1-game1_06_units_stac_1360174596	s1-league1-game1_06_stac_1359734640
False	s1-league1-game1_06_units_stac_1360184596	s1-league1-game1_06_stac_1359734641
False	s1-league1-game1_06_units_stac_1360194596	s1-league1-game1_06_stac_1359734642
False	s1-league1-game1_06_units_stac_1360224596	s1-league1-game1_06_stac_1359734645
False	s1-league1-game1_06_units_stac_1360234596	s1-league1-game1_06_stac_1359734646
False	s1-league1-game1_06_units_stac_1360284596	s1-league1-game1_06_stac_1359734651
False	s1-league1-game1_06_units_stac_1360294596	s1-league1-game1_06_stac_1359734652
False	s1-league1-game1_06_units_stac_1360344596	s1-league1-game1_06_stac_1359734657
True	s1-league1-game1_06_units_stac_1360354596	s1-league1-game1_06_stac_1359734658
False	s1-league1-game1_06_units_stac_1360364596	s1-league1-game1_06_stac_1359734659
False	s1-league1-game1_06_units_stac_1360374596	s1-league1-game1_06_stac_1359734660
False	s1-league1-game1_06_units_stac_1360384596	s1-league1-game1_06_stac_1359734661
True	s1-league1-game1_06_units_stac_1360394596	s1-league1-game1_06_stac_1359734662
False	s1-league1-game1_06_units_stac_1360404596	s1-league1-game1_06_stac_1359734663
False	s1-league1-game1_01_units_stac_1359744595	s1-league1-game1_01_stac_1359734596
False	s1-league1-game1_01_units_stac_1359754595	s1-league1-game1_01_stac_1359734597
False	s1-league1-game1_01_units_stac_1359764595	s1-league1-game1_01_stac_1359734598
False	s1-league1-game1_01_units_stac_1359764596	s1-league1-game1_01_stac_1359734598
False	s1-league1-game1_01_units_stac_1359774595	s1-league1-game1_01_stac_1359734599
False	s1-league1-game1_01_units_stac_1359774596	s1-league1-game1_01_stac_1359734599
False	s1-league1-game1_01_units_stac_1359784595	s1-league1-game1_01_stac_1359734600
False	s1-league1-game1_01_units_stac_1359784596	s1-league1-game1_01_stac_1359734600
False	s1-league1-game1_01_units_stac_1359784597	s1-league1-game1_01_stac_1359734600
False	s1-league1-game1_01_units_stac_1359794595	s1-league1-game1_01_stac_1359734601
False	s1-league1-game1_01_units_stac_1359804595	s1-league1-game1_01_stac_1359734602
False	s1-league1-game1_01_units_stac_1359814595	s1-league1-game1_01_stac_1359734603
False	s1-league1-game1_01_units_stac_1359824595	s1-league1-game1_01_stac_1359734604
False	s1-league1-game1_01_units_stac_1359834595	s1-league1-game1_01_stac_1359734605
False	s1-league1-game1_01_units_stac_1359984595	s1-league1-game1_01_stac_1359734620
True	s1-league1-game1_01_units_stac_1360014595	s1-league1-game1_01_stac_1359734623
False	s1-league1-game1_01_units_stac_1360024595	s1-league1-game1_01_stac_1359734624
False	s1-league1-game1_01_units_stac_1360034595	s1-league1-game1_01_stac_1359734625
False	s1-league1-game1_01_units_stac_1360064595	s1-league1-game1_01_stac_1359734628
False	s1-league1-game1_01_units_stac_1360174595	s1-league1-game1_01_stac_1359734639
True	s1-league1-game1_01_units_stac_1360184595	s1-league1-game1_01_stac_1359734640
False	s1-league1-game1_01_units_stac_1360194595	s1-league1-game1_01_stac_1359734641
True	s1-league1-game1_01_units_stac_1360204595	s1-league1-game1_01_stac_1359734642
False	s1-league1-game1_01_units_stac_1360214595	s1-league1-game1_01_stac_1359734643
False	s1-league1-game1_01_units_stac_1360264595	s1-league1-game1_01_stac_1359734648
True	s1-league1-game1_01_units_stac_1360264596	s1-league1-game1_01_stac_1359734648
False	s1-league1-game1_01_units_stac_1360274595	s1-league1-game1_01_stac_1359734649
False	s1-league1-game1_01_units_stac_1360284595	s1-league1-game1_01_stac_1359734650
False	s1-league1-game1_01_units_stac_1360314595	s1-league1-game1_01_stac_1359734653
False	s1-league1-game1_01_units_stac_1360394595	s1-league1-game1_01_stac_1359734661
False	s1-league1-game1_03_units_stac_1365817136	s1-league1-game1_03_stac_1365767141
False	s1-league1-game1_03_units_stac_1365827136	s1-league1-game1_03_stac_1365767142
False	s1-league1-game1_03_units_stac_1365837136	s1-league1-game1_03_stac_1365767143
True	s1-league1-game1_03_units_stac_1365847136	s1-league1-game1_03_stac_1365767144
True	s1-league1-game1_03_units_stac_1365857136	s1-league1-game1_03_stac_1365767145
True	s1-league1-game1_03_units_stac_1365857137	s1-league1-game1_03_stac_1365767145
False	s1-league1-game1_03_units_stac_1365867136	s1-league1-game1_03_stac_1365767146
False	s1-league1-game1_03_units_stac_1365897136	s1-league1-game1_03_stac_1365767149
True	s1-league1-game1_03_units_stac_1365907136	s1-league1-game1_03_stac_1365767150
True	s1-league1-game1_03_units_stac_1365917136	s1-league1-game1_03_stac_1365767151
False	s1-league1-game1_03_units_stac_1365917137	s1-league1-game1_03_stac_1365767151
False	s1-league1-game1_03_units_stac_1365917138	s1-league1-game1_03_stac_1365767151
False	s1-league1-game1_03_units_stac_1365927136	s1-league1-game1_03_stac_1365767152
False	s1-league1-game1_03_units_stac_1365937136	s1-league1-game1_03_stac_1365767153
True	s1-league1-game1_03_units_stac_1365947136	s1-league1-game1_03_stac_1365767154
False	s1-league1-game1_03_units_stac_1365947137	s1-league1-game1_03_stac_1365767154
False	s1-league1-game1_03_units_stac_1365947138	s1-league1-game1_03_stac_1365767154
False	s1-league1-game1_03_units_stac_1365957136	s1-league1-game1_03_stac_1365767155
False	s1-league1-game1_03_units_stac_1365957137	s1-league1-game1_03_stac_1365767155
False	s1-league1-game1_03_units_stac_1365997136	s1-league1-game1_03_stac_1365767159
False	s1-league1-game1_03_units_stac_1366007136	s1-league1-game1_03_stac_1365767160
False	s1-league1-game1_03_units_stac_1366017136	s1-league1-game1_03_stac_1365767161
True	s1-league1-game1_03_units_stac_1366057136	s1-league1-game1_03_stac_1365767165
True	s1-league1-game1_03_units_stac_1366067136	s1-league1-game1_03_stac_1365767166
False	s1-league1-game1_03_units_stac_1366077136	s1-league1-game1_03_stac_1365767167
False	s1-league1-game1_03_units_stac_1366087136	s1-league1-game1_03_stac_1365767168
False	s1-league1-game1_03_units_stac_1366147136	s1-league1-game1_03_stac_1365767174
False	s1-league1-game1_03_units_stac_1366157136	s1-league1-game1_03_stac_1365767175
False	s1-league1-game1_03_units_stac_1366167136	s1-league1-game1_03_stac_1365767176
False	s1-league1-game1_03_units_stac_1366177136	s1-league1-game1_03_stac_1365767177
False	s1-league1-game1_03_units_stac_1366187136	s1-league1-game1_03_stac_1365767178
False	s1-league1-game1_03_units_stac_1366227136	s1-league1-game1_03_stac_1365767182
False	s1-league1-game1_03_units_stac_1366237136	s1-league1-game1_03_stac_1365767183
False	s1-league1-game1_03_units_stac_1366247136	s1-league1-game1_03_stac_1365767184
False	s1-league1-game1_03_units_stac_1366267136	s1-league1-game1_03_stac_1365767186
False	s1-league1-game1_03_units_stac_1366297136	s1-league1-game1_03_stac_1365767189
False	s1-league1-game1_03_units_stac_1366307136	s1-league1-game1_03_stac_1365767190
False	s1-league1-game1_03_units_stac_1366317136	s1-league1-game1_03_stac_1365767191
True	s1-league1-game1_03_units_stac_1366327136	s1-league1-game1_03_stac_1365767192
False	s1-league1-game1_03_units_stac_1366337136	s1-league1-game1_03_stac_1365767193
False	s1-league1-game1_03_units_stac_1366347136	s1-league1-game1_03_stac_1365767194
True	s1-league1-game1_03_units_stac_1366357136	s1-league1-game1_03_stac_1365767195
False	s1-league1-game1_03_units_stac_1366367136	s1-league1-game1_03_stac_1365767196
True	s1-league1-game1_03_units_stac_1366427136	s1-league1-game1_03_stac_1365767202
False	s1-league1-game1_03_units_stac_1366437136	s1-league1-game1_03_stac_1365767203
True	s1-league1-game1_03_units_stac_1366447136	s1-league1-game1_03_stac_1365767204
False	s1-league1-game1_03_units_stac_1366457136	s1-league1-game1_03_stac_1365767205
True	s1-league1-game1_02_units_stac_1359774596	s1-league1-game1_02_stac_1359734600
False	s1-league1-game1_02_units_stac_1359774597	s1-league1-game1_02_stac_1359734600
True	s1-league1-game1_02_units_stac_1359784596	s1-league1-game1_02_stac_1359734601
False	s1-league1-game1_02_units_stac_1359794596	s1-league1-game1_02_stac_1359734602
False	s1-league1-game1_02_units_stac_1359824596	s1-league1-game1_02_stac_1359734605
False	s1-league1-game1_02_units_stac_1359834596	s1-league1-game1_02_stac_1359734606
False	s1-league1-game1_02_units_stac_1359834597	s1-league1-game1_02_stac_1359734606
False	s1-league1-game1_02_units_stac_1359874596	s1-league1-game1_02_stac_1359734610
False	s1-league1-game1_02_units_stac_1359884596	s1-league1-game1_02_stac_1359734611
False	s1-league1-game1_02_units_stac_1359894596	s1-league1-game1_02_stac_1359734612
True	s1-league1-game1_02_units_stac_1359904596	s1-league1-game1_02_stac_1359734613
False	s1-league1-game1_02_units_stac_1359914596	s1-league1-game1_02_stac_1359734614
False	s1-league1-game1_02_units_stac_1359944596	s1-league1-game1_02_stac_1359734617
True	s1-league1-game1_02_units_stac_1359944597	s1-league1-game1_02_stac_1359734617
True	s1-league1-game1_02_units_stac_1359954596	s1-league1-game1_02_stac_1359734618
False	s1-league1-game1_02_units_stac_1359964596	s1-league1-game1_02_stac_1359734619
False	s1-league1-game1_02_units_stac_1359974596	s1-league1-game1_02_stac_1359734620
False	s1-league1-game1_02_units_stac_1360004596	s1-league1-game1_02_stac_1359734623
False	s1-league1-game1_02_units_stac_1360064596	s1-league1-game1_02_stac_1359734629
False	s1-league1-game1_02_units_stac_1360074596	s1-league1-game1_02_stac_1359734630
True	s1-league1-game1_02_units_stac_1360084596	s1-league1-game1_02_stac_1359734631
True	s1-league1-game1_02_units_stac_1360094596	s1-league1-game1_02_stac_1359734632
True	s1-league1-game1_02_units_stac_1360104596	s1-league1-game1_02_stac_1359734633
True	s1-league1-game1_02_units_stac_1360114596	s1-league1-game1_02_stac_1359734634
False	s1-league1-game1_02_units_stac_1360124596	s1-league1-game1_02_stac_1359734635
True	s1-league1-game1_02_units_stac_1360134596	s1-league1-game1_02_stac_1359734636
False	s1-league1-game1_02_units_stac_1360144596	s1-league1-game1_02_stac_1359734637
False	s1-league1-game1_02_units_stac_1360184596	s1-league1-game1_02_stac_1359734641
False	s1-league1-game1_02_units_stac_1360214596	s1-league1-game1_02_stac_1359734644
False	s1-league1-game1_02_units_stac_1360224596	s1-league1-game1_02_stac_1359734645
False	s1-league1-game1_02_units_stac_1360234596	s1-league1-game1_02_stac_1359734646
False	s1-league1-game1_02_units_stac_1360244596	s1-league1-game1_02_stac_1359734647
False	s1-league1-game1_02_units_stac_1360254596	s1-league1-game1_02_stac_1359734648
False	s1-league1-game1_02_units_stac_1360264596	s1-league1-game1_02_stac_1359734649
False	s1-league1-game1_02_units_stac_1360274596	s1-league1-game1_02_stac_1359734650
False	s1-league1-game1_02_units_stac_1360284596	s1-league1-game1_02_stac_1359734651
False	s1-league1-game1_02_units_stac_1360294596	s1-league1-game1_02_stac_1359734652
False	s1-league1-game1_02_units_stac_1360304596	s1-league1-game1_02_stac_1359734653
False	s1-league1-game1_02_units_stac_1360314596	s1-league1-game1_02_stac_1359734654
False	s1-league1-game1_02_units_stac_1360354596	s1-league1-game1_02_stac_1359734658
True	s1-league1-game1_02_units_stac_1360364596	s1-league1-game1_02_stac_1359734659
False	s1-league1-game1_02_units_stac_1360374596	s1-league1-game1_02_stac_1359734660
False	s1-league1-game1_02_units_stac_1360384596	s1-league1-game1_02_stac_1359734661
False	s1-league1-game1_02_units_stac_1360394596	s1-league1-game1_02_stac_1359734662
False	s1-league1-game1_02_units_stac_1360414596	s1-league1-game1_02_stac_1359734664
False	s1-league1-game1_02_units_stac_1360424596	s1-league1-game1_02_stac_1359734665
True	s1-league1-game1_02_units_stac_1360434596	s1-league1-game1_02_stac_1359734666
True	s1-league1-game1_02_units_stac_1360444596	s1-league1-game1_02_stac_1359734667
False	s1-league1-game1_02_units_stac_1360454596	s1-league1-game1_02_stac_1359734668
False	s1-league1-game1_02_units_stac_1360464596	s1-league1-game1_02_stac_1359734669
False	s1-league1-game1_02_units_stac_1360494596	s1-league1-game1_02_stac_1359734672
True	s1-league1-game1_02_units_stac_1360504596	s1-league1-game1_02_stac_1359734673
False	s1-league1-game1_02_units_stac_1360514596	s1-league1-game1_02_stac_1359734674
False	s1-league1-game1_02_units_stac_1360524596	s1-league1-game1_02_stac_1359734675
False	s1-league1-game1_02_units_stac_1360534596	s1-league1-game1_02_stac_1359734676
False	s1-league1-game2_08_units_stac_1359744618	s1-league1-game2_08_stac_1359734619
False	s1-league1-game2_08_units_stac_1359754618	s1-league1-game2_08_stac_1359734620
False	s1-league1-game2_08_units_stac_1359764618	s1-league1-game2_08_stac_1359734621
False	s1-league1-game2_08_units_stac_1359774618	s1-league1-game2_08_stac_1359734622
False	s1-league1-game2_08_units_stac_1359784618	s1-league1-game2_08_stac_1359734623
False	s1-league1-game2_08_units_stac_1359794618	s1-league1-game2_08_stac_1359734624
False	s1-league1-game2_08_units_stac_1359804618	s1-league1-game2_08_stac_1359734625
False	s1-league1-game2_08_units_stac_1359814618	s1-league1-game2_08_stac_1359734626
False	s1-league1-game2_08_units_stac_1359824618	s1-league1-game2_08_stac_1359734627
False	s1-league1-game2_08_units_stac_1359834618	s1-league1-game2_08_stac_1359734628
False	s1-league1-game2_08_units_stac_1359844618	s1-league1-game2_08_stac_1359734629
False	s1-league1-game2_08_units_stac_1359854618	s1-league1-game2_08_stac_1359734630
False	s1-league1-game2_08_units_stac_1359864618	s1-league1-game2_08_stac_1359734631
False	s1-league1-game2_08_units_stac_1359874618	s1-league1-game2_08_stac_1359734632
False	s1-league1-game2_08_units_stac_1359884618	s1-league1-game2_08_stac_1359734633
False	s1-league1-game2_08_units_stac_1359884619	s1-league1-game2_08_stac_1359734633
False	s1-league1-game2_08_units_stac_1359894618	s1-league1-game2_08_stac_1359734634
False	s1-league1-game2_08_units_stac_1359904618	s1-league1-game2_08_stac_1359734635
False	s1-league1-game2_08_units_stac_1359914618	s1-league1-game2_08_stac_1359734636
False	s1-league1-game2_08_units_stac_1359924618	s1-league1-game2_08_stac_1359734637
False	s1-league1-game2_08_units_stac_1359934618	s1-league1-game2_08_stac_1359734638
False	s1-league1-game2_08_units_stac_1359944618	s1-league1-game2_08_stac_1359734639
False	s1-league1-game2_08_units_stac_1359944619	s1-league1-game2_08_stac_1359734639
False	s1-league1-game2_08_units_stac_1359954618	s1-league1-game2_08_stac_1359734640
False	s1-league1-game2_08_units_stac_1359964618	s1-league1-game2_08_stac_1359734641
False	s1-league1-game2_08_units_stac_1359974618	s1-league1-game2_08_stac_1359734642
False	s1-league1-game2_08_units_stac_1359984618	s1-league1-game2_08_stac_1359734643
False	s1-league1-game2_08_units_stac_1359994618	s1-league1-game2_08_stac_1359734644
False	s1-league1-game2_08_units_stac_1360004618	s1-league1-game2_08_stac_1359734645
